timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,geo_country,entity_id,total_amount_btc,is_anomaly,risk_score,explanation
2026-08-13 10:14:42,52.101.96.0,175.54.160.226,61625,18332,39dd2139d6fdf751a324c42a90372028a766c76c4596e96a4860820a2e0ce951,bc1qi6ZwHgcgJg7H5fXHzUrLHzDA28PhC94FqCbUBO|bc1q7bCMfUcBjgHxcF2OElbZt5VUX9gkY7Dappd8ZV|1HMcsGgxdaHBOd5WbuXyXSewzHbvDtdEi7|1nrDapoaa46vFNzbHyvW85e01ofcOBiqrb,1FEIxFBmj6LiQq7h4kwaftckhCEc4KIYD4|33bSU62rjUVNrdejmB1mp6ZHGOYvU8ZhUq,0.18543172|0.12298704|1.28217705|2.0957639,1.57854325|2.10695847,0.00085799,P2WPKH,GB,Entity_118,3.68635971,False,12.5,Normal.
2026-08-13 10:20:14,170.107.192.241,75.208.236.188,56855,8334,072099bbbb1681f6890cdf4e560a551c8352952695712586ee08ee2ebae9fa64,3nJwKtLh86DpRMYFWDy3cvODDmrH3hsHH0|bc1qFRFsSr83wSZtlKNjjyKiVnT3Nj8AHIvgcRnKel,3jupKsElKln8ydo17bGhBAsZ9Lkly93ZCx|bc1qDyRt9g8WUdcrSbHr9QDFS6fpS4TJRcUyg666Lx,0.34883386|3.81867382,2.01112645|2.15542376,0.00095747,P2SH,US,Entity_261,4.16750768,False,29.5,Normal.
2026-08-13 10:21:45,212.20.197.243,7.137.12.132,58572,18332,27ba670659fd546ca25b307c507434dc010529b1c5612ff2f158ad3ad4d8fc01,1xp0SVBeUu4ql5ThTNn5XZ16XjCA4SFpBV,30U4gGYYeVOpgZpcCA4gwuntlWXAfap4y8|13akYNvUJ0atZgnprKtZ10JPorFK3xifX2|bc1qBltotEAqB2hwgQM7R0dkevBeVi0m7QmlFnw08O,4.77549593,1.48154123|1.28815358|2.00554865,0.00025247,P2WPKH,NO,Entity_485,4.77549593,False,40.3,Normal.
2026-08-13 10:35:28,221.235.67.3,215.203.122.149,58825,18333,bd6484ea420788b923e6681e5efdd4ce4f73591a057a0a3b998b3057219121b7,1jBlMyrFy2Od50SU0ZWmoQyZLZPxtQgefU,1wAFkqvyVH8Vn6pkWcoJwob5OjldtTeGYW,0.29874833,0.29795597,0.00079236,P2SH,CN,Entity_212,0.29874833,False,50.8,Normal.
2026-08-13 10:35:39,174.123.226.178,194.24.74.22,62542,8333,da7ca740b3074538efd4ffc197a06261d9e8c8d4a27cae0b5e8a1d490c9c1985,bc1qqcHRlGtg4jUwYoIXKBPvmA9wPwGzECiHqfnXYU|3NfTEKSYQ8hvtvcSErSyhbLybCMb0UBcxJ|3C2Ifjlq6wDFryBLZZZfWIJgFCxeJQsXLk,1KvtiLP8DelGQryKy7a4R8KMeOYGZbOomW|bc1qCh4wkEc9qTkA1ahA8bUn412sr39hKNxSuN5IxK|1CpyodG1YQOKkfytn0HbR9X7av0Bs5aFMw,0.57955099|1.26632491|2.73666169,2.11287678|1.1099716|1.35885991,0.0008293,P2TR,US,Entity_158,4.58253759,False,25.7,Normal.
2026-08-13 10:39:16,114.203.80.171,199.92.252.153,61709,18333,ed38f0fdbd5a2ec79ee784d9d489e340fddea09b56d5fcac1111daccc0a920de,bc1qbWIF14HVHRJ9CikK2DcK4oXP0y2fclrACzmcnd|3J4UHDCxLHz2pZKhvcvPB8u3oT9UGiFkni|3rVdxHqO7WKEAr8WMJVDlVuUL494fab0Do|bc1q3TFoY89JiPT8ans3D8WRWbYMmWo66lwmZpTg5J,bc1qrL4DrgA7OhGiCMvEMMO8ou6tIgi2khyL1mKPdB|3hg9qN2apToeyQQ8Tzg45owbwBwYrmzAXo|bc1q6CDfl2NOX2pEThSLhmIznkhLnJwHFxkZqB6QhG,1.59278787|0.58160373|0.57711365|0.7649731,1.25298006|0.95032703|1.31259206,0.0005792,P2WPKH,KR,Entity_315,3.51647835,False,11.9,Normal.
2026-08-13 10:47:42,218.218.137.42,148.78.237.151,51359,18332,3d7bb495bab5f6a995848886f1e681b8e2cfc463f25a7d280e46f100d5389c2a,3huGr7VVFsagZwikb3AzGRgGVxvpmohXZZ|3y9fDCOpJqqtkXwYJIkUdLQu3eaMCZv5y1|1aDQCYgiUbIcr52yHefGdxv5N1BIcTzcHl,3gXbyrBVS6QPJHQ92kL0BPlfT30I70DsK8,0.39919723|0.41552504|0.50764238,1.32149821,0.00086644,P2SH,JP,Entity_109,1.32236465,False,22.6,Normal.
2026-08-13 11:00:06,193.25.140.194,146.33.5.193,62818,8332,6f61b2b57a6c153bfd3ab435ce2924bf5ca2b5a43418eb5e022eb8a6b6dc7f5a,1TmQ8sgzAhDVRqlgls7gSKD8fTXJ4pmCgP|bc1q5HTuFmkgsm7fnOT9R9eBePNd9oXVqMR21n6N6k|3gXH7QjyHJN3pVQkFsCPz78UPFfUwsLgsp,1Gt5vZZfXhFO87kFHaSFMRyJEdtIQ5n579|1eQNLQ6YbjHIihgJm2Awsp9K4A56lS0pty,0.78321152|0.6425885|2.3484243,1.23020653|2.54321005,0.00080774,P2SH,DE,Entity_147,3.77422432,False,24.9,Normal.
2026-08-13 11:25:22,50.213.5.156,175.7.224.198,53039,8333,01f3d0d19394f7c249e224913618068d6a8413d076e0c9df884b3974864d7845,bc1qvvfwkMP4g57mNsXWv8EMK9wpF84btkORq9uq9O|bc1qK1BFe8q2JlhVl0UoyZszNnpvoa3QrjdE3dUAP3,bc1qza3AcFL7LZ7bA3M0lSTdq2HWbcEQhfUTREPcK6|3MFrmMuqHleqFHcnZKDKSFQTExybaQPwDq,0.09347616|2.78613755,0.467037|2.41212448,0.00045223,P2TR,US,Entity_238,2.8796137099999997,False,9.5,Normal.
2026-08-13 11:26:25,208.153.135.219,168.160.73.123,50436,8334,149510318e118cd3315afb69462147aae45942bce369a39f76805777a598caaa,37Nq4RlQtreGXQPVRfxBFbudIOHQnZSFWH|1Ts4VjHlJw6KDJ5vVLg5fEbczCdJep5xu7|3oTY6RXiFVy6gYP7XkqOtjx5KWHXjuMs8V,3G9fwlJq6P9DJ5kIxHNtESWkM7KHgp8Vmj,0.39704728|0.22419467|0.29511749,0.91614785,0.00021159,P2SH,US,Entity_164,0.91635944,False,24.1,Normal.
2026-08-13 11:43:10,213.0.154.21,220.131.2.214,53174,8333,46c4e521759d00a465370b9f48401b88a7cfab1582dda1ca4f0b4ecc1e37377d,15Pim0Ub37HXaZbm6JTGZsgR0BAq19Thve|3xBFK6gsvI3J0AutliYT9nGJMgrhqB2r49|bc1qnAELScQMNovG7202PENLHsn73VABpAk7Ovyh20|1TuFrNFWRt5A5Xt0O2cNaix6PqjYTrm261,1Ksqwd0Vh3thyc4KhPWmNJX3roixSYcXpg,0.24038224|0.18540655|0.00996293|0.58657692,1.0218165,0.00051214,P2PKH,ES,Entity_335,1.02232864,False,38.5,Normal.
2026-08-13 11:59:20,202.146.211.101,66.14.61.74,62846,18332,9781b7c5c00447378bb9316a18f589d1cb4ed569d3f049f699a4995f1f7eb843,1yJDqbdAHHeEfiLeqROdKXUDP4uLjQwiHI|bc1qb9BaPVH1k5Xwi0GEx3v4Os6zP0EzPtCjGga796|1JVKdLu3y9dyySh9weqBCT7SO20FfTw1U2,336fbVtUcuOyq0ptjI74SCoTE92k6FhZxB|bc1q3jlglLGKZOjSmKhxDOAEtK9gnFPLKC2Ixijn09|bc1qXUqKPEei1h1aY3B8yfMjbkYesPmlL95gZqzU8S,0.44692417|1.88585522|2.30018797,0.64486503|1.12297041|2.86432669,0.00080523,P2TR,AU,Entity_471,4.63296736,False,9.6,Normal.
2026-08-13 12:39:52,56.148.210.202,168.31.180.217,56916,8332,ff3a5038a56c119674003338946f3a1315290b850636925974464dcb3565f921,3nsrMqFLUSoHPjnBAD03BnhBrwCAP3y6Bt|1N4Pa7qb9TeTYKUwAeQLJTZ9fg2FUB5yeT|1tBmftDmWdKWNc0TXxwFpsqp8XOAp741iz,1eqDphQSMU4fGVznVAdf4nSH3wwEXuS0Wf|1fkdenFdwDXsNwZCYYB67XvwdE8i9VWyYl,0.01207481|0.07471369|0.39421427,0.21286028|0.26747141,0.00067108,P2TR,US,Entity_435,0.48100276999999997,False,15.0,Normal.
2026-08-13 13:03:46,115.99.8.166,201.213.95.10,59543,8333,7ad293c8bb8138746cacf3670ff7a7377769cb24cea48256590f91ca96f657ca,140GsIhSWcoBV7bZqKs7d0xbxBnxOHObV6|3OWYLhJtqlCBC7D0nd6rLtdlVr1hNjMdhc,18eNcgG1rycqtnAer4R5VeS3hI8ZC7wvCC,0.08636409|3.33174253,3.41756203,0.00054459,P2SH,IN,Entity_486,3.41810662,False,33.0,Normal.
2026-08-13 13:08:03,145.231.217.138,140.195.234.168,63360,18333,36d3f908449897b9c108a134c5cc3c8569ec72f7e6f08cb04ecd0643aadd694c,1tM6wTfcm6ZK2GnQV5dsq5ezNPmamrvJAN|17PwCyAZmx2O2iWzigMMfny68zoLxQ053E|1AsGeJ4vOFeImNb9nohyzDvZOZcWfHHxyy|1sFbIa0Dq1KREG9W0kVpCZHLiJoPUZQu44,bc1qId6WxdRKlGMVhpRZBN8ExuH43jiVS4FQNXM811|1TloSlTO2Ur2PPeJOdXnIN4MMeDetMAkFd,0.28129372|0.11454057|0.13569587|0.15228364,0.13698535|0.54631817,0.00051028,P2WPKH,FR,Entity_479,0.6838138,False,4.6,Normal.
2026-08-13 13:12:55,154.210.107.49,195.117.215.0,64955,18332,b44d79b398cac5ed51f172e1686e329a1317c75f7d1e1afea265c245f465de2e,11aaY1MjM2C2WghRmUff6aXodetGDm9Llr|3aUfK4wQQeq0BUDEVt9lKcvCC508C3CiUA|1o6XzatjNQAhirSY1w8dBzmuo2t48WIJum|12Wx1jwAY4j6nbDqmEjZ0rlLEA0EPvg7RL,11o1Hs64HAsoyrUUkGAbd2rCXlC8R9Mk7s,0.87544056|0.23258261|0.67821805|0.79632066,2.58162915,0.00093273,P2TR,HK,Entity_238,2.58256188,False,12.7,Normal.
2026-08-13 14:40:25,152.83.28.135,25.115.191.171,51045,8333,1d6becc661929b8ee854c21ea1a8ed3f6a8df2029d9d4f54f12a6a2c92720821,3RfPkrh57vSrIzPXVUwKSnm0rpNDpDDzNj|bc1qLWB1iU2VcGbpig97hJw9ggJStqf8rGjgWxHydx,31BY8eUUgzt0qTNryZ2FfmPN9jxeFpELe8|bc1qaBvMvjhsGgxibvxAOE7TYkzxwPh9ST3BM41aBf|1m2ENRE7uGLN57ME2EICmnhUBnWNrxay2U,0.79825815|3.27407304,1.4256497|0.80506869|1.84075733,0.00085547,P2WPKH,AU,Entity_426,4.07233119,False,10.0,Normal.
2026-08-13 15:01:38,193.56.28.103,142.93.177.141,55304,8333,ef3d12e19c97a163fa13a0309eab974d0ce5945048435cc14cbe3f48e684580a,12EnCjSCwpkWjAoN1YEZGOg6NkVW7ntmlx|bc1qUig2VBhgj9wszH1f09ACdZP1o4VFql1OZBcxo2|3dxeQbsT5GRGKq93Q1bpVgK3clmYhMFDIf|bc1qFQu79Qnm2pfRpoHWPsx27l4Wi078d3h8QBv8bh,1FW4oCx55KRDO5HkvNqmUFv1ZU7g3NTnjL|1vuqyoOJ9JZsSt2apEOV6xs97PktldtC7B|36NKpZABQ3gqDNAAad1QTNFC7uT0BBdLXD|bc1qGCUfHArLECOgyTSd0kvaCeJtnHaND1kXiooS1r|bc1qz6tEqjrbnCgu9gVzLUUbWcvlqxq34c62ex0GHr|1byDYn02MIvcP6KAmnZEJEyolMDL0wVpe0,0.0005173|0.00073102|0.00022613|0.00052555,0.00031788|0.00036448|0.00013521|0.00012847|0.00011675|0.00021139,0.00072582,P2SH,US,Entity_171,0.002,True,94.1,"Risk indicators: Entity uses multiple distinct IPs (4 IPs), suggesting anonymization; IP 193.56.28.103 broadcasts for multiple distinct entities, acting as a high-traffic node; Micro-transaction detected (0.0020 BTC)."
2026-08-13 16:49:03,175.100.241.207,202.188.130.40,54347,8333,eb171edf73ba9445b189e68289d6e952b0be976bb81ccfed7fcfb838ff9e58ac,35ewrMGGKF9DsrkAQIQzLKHWoGWrdXiz7m|3kmqJfjmn1ZG04hIbCYn8PaS6qWA5DwZqT,1wmLvjJZRxqX9228TqWORGV1MUWMYKLlcy,0.02414725|0.0302535,0.05340412,0.00099663,P2WPKH,JP,Entity_6,0.05440075,False,29.0,Normal.
2026-08-13 17:01:08,199.43.104.12,138.132.75.170,60539,8332,fa2403636acf556ab0d2c242ec63b6c649f846c909e04904df8fcbab1017ceda,3WpM7fmhOnolg4dzi0sbw1TVUP6IMo7nQE|1pjKgDcmGeXhAYYHKR5vqruVReZrYUqdw2|35zPhk0a1Att6dPbXrMKGjP1D4LnvOkkIp,bc1q36CAaabqyVk7325xQ0kZZkAesOyczR04iBt8In|133XSwEDtgYM4FDRu6x71MWeZU8mhiadt4,0.00832885|0.00596129|0.05087588,0.02182045|0.04249084,0.00085473,P2PKH,US,Entity_123,0.06516602,False,28.7,Normal.
2026-08-13 17:07:10,81.90.61.9,202.70.72.164,60097,8332,54ab21deb301997a3ba39460520e4de4bc2108b00b0d3b564e1d053a2e25b8b3,1P5Q9VCJc5HJuxBluGm3lqruTkR7Hci8aM,1BQa1BOw0rmzOZPKTiI5zPZGZkOgf5FLgl|3oHQZ4GGVGImdBkehplmPZE9s0BBsFG0xd,1.53838232,0.51290893|1.02545714,1.625e-05,P2SH,PT,Entity_33,1.53838232,False,26.7,Normal.
2026-08-13 17:19:22,47.123.234.18,221.188.83.52,49865,8333,9f22d37e2b1c1d62bd854bc41abc8a0c9f9defd59274e3b87ad1271a21522b6c,bc1qqTKFobBBeQAdTIXng5XtLJmfwOoMC5mEuY6Hgl,bc1qYeJjGbQFXTwc2DRNxrdpcpCsvGMkbgXZxnsBmf|35r9tnD7fEx8VG0zYWXVaWMdSjRqMzvDXf|12bS0WIfXGmJBGkcdMo02ET5bbynNaPfDI,0.8363489,0.327684|0.16067072|0.34749837,0.00049581,P2PKH,CN,Entity_487,0.8363489,False,48.8,Normal.
2026-08-13 17:20:50,195.77.176.203,201.53.94.116,58389,8334,920eb78689f4e3f8d7b5e02ef0876302055063839e760e1f72fc22961741988a,1TuFrNFWRt5A5Xt0O2cNaix6PqjYTrm261|3xBFK6gsvI3J0AutliYT9nGJMgrhqB2r49,16z89zNmEMbqEmjRzUgLMv83hrAbkMen46|3emwmMmfFJRRuFk0eSl71NZDeZs3ULTBn1|3HJyPISM3iUoWsZMyzs3MbupbMHKRXYebX,0.40311513|0.87648227,0.48044809|0.3853121|0.41318675,0.00065046,P2TR,ES,Entity_335,1.2795974,False,29.5,Normal.
2026-08-13 17:44:27,203.120.211.139,50.153.3.240,57449,8332,f42dce70c95edb1a5f0b1b744a7cc55b5119ab0916e781ca028fd62883080379,3VQJSAhN6IK6nDcjleb0plEOyRuiu7At4J|bc1ql1kpf2uciFErmlcawvMugV8mjQ1UqyGK5mVTc7,1ZTB2DY00qtITzHH3gMUNvWmEjSolPtu1W,0.84813985|3.66207404,4.51003234,0.00018155,P2WPKH,JP,Entity_37,4.51021389,False,19.4,Normal.
2026-08-13 18:22:01,109.128.106.150,114.71.127.4,65017,8334,a14e02c0d218e1f14ccb8530a7b02d841139b41d7a8ff1dc18e977b88ecf74d8,bc1qiQ78RMp8GoKRcWFJASlbYf5e6bNozG1rLLEmDr|1IQurBgiyKlLOiJBfLQtHDQcnbM5iwehtE|1Z3qdHm5qmd2GQ0K7dCgtBTpEamTeAGka7,bc1qr6ksHnd10ubcN1XkWdeyyC1j0YzHlIGkrHHI1l,0.94723994|0.62923529|0.86777231,2.44394863,0.00029891,P2WPKH,BE,Entity_42,2.44424754,False,3.8,Normal.
2026-08-13 18:28:19,216.191.229.144,167.142.54.84,56582,8334,2fed9bbb717ad2b2fcdd17a4841291513fcc7f4cc724d2b7122f8b3206e6f0be,1r4J3bXO10J0ZBJwj15KnWfZtFUUCUVPmP|1qEmi12qqqhUotnbzXzyR1OL75JkH16FV2|bc1qOPNeiGlL13C5UG4qugq5AVj98glnbGvAHWJL9Z,1nU0sAyLIuQzFxqrFAzdj4WhWXTVEjlu5R|bc1qaOnMXLR96Y82pO3UWwseGIWr4JPiA75WJSd4nE|bc1qbBe53wo2HKEAJLhEuw3icloqnOsLJnwOiR4qMg,0.17072062|1.12366773|1.94631638,1.53698464|0.11000698|1.5931364,0.00057671,P2WPKH,CA,Entity_342,3.24070473,False,1.9,Normal.
2026-08-13 18:32:24,194.46.224.224,23.255.93.66,61712,8333,5f4dc103e04c4e2287846e96cc5639a049b9459d842e0f644403439026a7fd67,1qXWAvc3Nkr3QIuxg5K1ONlN25RrLxpqLb,3lHmZ8WnrsQlnZLl4bjX9HtIMrmgUPoKD0|bc1queCRdGaEJxKsgpAqm74BeEHc57Rni4Yyd7MkvP|3GqgwGodbF9KcJg8RWruEncDNJqEAWEMNN,1.22765674,0.50643991|0.04604759|0.67496029,0.00020895,P2PKH,IE,Entity_488,1.22765674,False,39.1,Normal.
2026-08-13 19:02:04,150.43.206.79,193.4.233.156,61320,8333,19bdda7966d4a9793bfd4ebf5bf95337b6ae0613a505b35b5c8e9c3bd37f139f,3JOLXyWCFRzVo5Y4wLZITrk3Kum0lcuesK,3xxV7kPzewQL5dMxvJq9Cmfyclj0No8oQf|15mVwh1MSbMQPSiepNndgfDeYV09g6uqae,0.84671742,0.0706702|0.77507391,0.00097331,P2SH,JP,Entity_134,0.84671742,False,28.2,Normal.
2026-08-13 19:13:13,222.33.111.245,209.29.148.153,60384,8334,0bc18e8746bbea04d67b1ed493f5f51a42beaa16f158ddf99e450d86ec00cc13,1dYn2P0RHfhP9oa2hj6HcUXrdJ0po5oeYZ|3SGKNjdX9IXQ4DoTi304E9BocMVqa6mVqj|1Rx1vyI1djiNblRU7PJRBwnlWruHQ2Kphk|14hdrnbGBHB5xj2GpholIdk5dDDbonHmX1,bc1qf7mSoTjBMPBpE9LEui5b8Rc7Gop0CDURaDJsuK,0.84332532|0.01369561|0.04265197|0.92324474,1.8229058,1.184e-05,P2PKH,CN,Entity_443,1.82291764,False,59.6,Normal.
2026-08-13 19:15:58,120.93.205.71,40.90.186.243,65101,8332,09cbe65901053e318081ead6ebb1606326b0d989bfa749c0509c2dfb5aa30d5a,bc1q6DoC4JLwEJVe7YpBQeDny5aSA7yO1gj6s0mbac,bc1qEUKGQB4sBTumajlXfGVvwzrrmgRIGnCFCfgg0d|bc1q0zRi8vtb6UOpvOHZjEmA3uvOBrXg2BEXb5sSXK|3AkmwNgcXKeON3Ey3sDP0mvy93CD3uQMaL,0.65672342,0.01644633|0.20380849|0.43568118,0.00078742,P2WPKH,JP,Entity_489,0.65672342,False,31.5,Normal.
2026-08-13 20:15:53,48.152.169.35,208.146.194.242,49733,8332,0244f7475b1b437a1bb83cefd1584c45564819743499e36351e0e1a1e6779585,1fLyUWvRq84ky8xU5689EfqbrXqQruJPWb|190f7NiEjnGXDqhg17B2mXowWdKZNbWmbS|bc1qfQ4chlXX1U6oYMIlUDCaAY5uOuSsl7pMyJsZ8U,3TIbS9TOIv47Kw4NI79IuOM38TsEbN4WeY|bc1qbSLsOW65aaupBCceWmASwu69EU3zfgIq16fB7w,0.35593294|1.14963436|1.68936531,0.76261161|2.43144647,0.00087453,P2TR,US,Entity_266,3.19493261,False,12.4,Normal.
2026-08-13 21:22:53,188.1.105.102,133.245.67.214,50191,8332,0a8b2ef514872354cbd7bc12d64ae0862271ab3d4fd123d08854a22c944c811e,bc1qH2hza07CwAaF7AB0UhiLfhGnF49zBXe6mm0VCr|1huSXE6XWvM7AwfGhB2MuxKCDVpQzH19mh,17qwDpmfDTpcgXSRJbJUoMedPcwYyPYCkE|17usvIu92jWUaHlrQrOi2WFxzEkh09SqCV,1.30635397|3.45159479,0.03713995|4.72054599,0.00026282,P2TR,DE,Entity_334,4.75794876,False,14.1,Normal.
2026-08-13 21:28:28,5.146.74.231,178.114.97.58,55595,18332,f42d5f85158846af3c0a44bdded089f4e8a297e0b3c3bf50bbd572fea5edbb9e,bc1qgjoOudy9hMy5HecN2BBd2o8XMwFq8Js49YA17Y|bc1qW19lvBXBTV0O2guNQVB4wNGMPTGSrcwFm8ttDd,bc1q7OrZn29YopZ2OyE4MNXbV7C7vWUYrXh7kSxOeF,0.2571927|1.62912508,1.88561178,0.000706,P2SH,DE,Entity_475,1.88631778,False,15.8,Normal.
2026-08-13 21:46:37,210.8.107.66,157.244.135.128,63428,18332,2660672dc64a0ae0b3c3b49549ba01bb4ae3d9aebb690e87db0ef7957ef42526,bc1qPM4RKRItFJQ1uK8XdhiLl0W9p53chDAToKUIyA|3v3JWttnWXbi1wX2W0lzRdyuLodRPjlks7|3535qiSX0NAjgkmpT2vART1HCvYk86khPR,3FwUVlrTcgYpZpIWdVdNuixRq99RsPnS0c|1wJrjYZPYqGP2mW7xTg2KkIEgNgcBIeJV4,1.83246632|0.27207806|2.19840927,0.12631883|4.17652217,0.00011265,P2SH,AU,Entity_490,4.30295365,False,27.3,Normal.
2026-08-13 22:00:27,61.143.213.171,153.142.209.9,61344,18333,60f476cb041b8535ecc309f22c0f4ec965608892e5445ce35901d52d034f128e,1NhjeVBTNTFYq1aEJfLpkuQOdEnP9W0JJG|bc1q6dIgRB3LucdGZLg9hbyIbor719yZBXF5LRZXAx|bc1qkm1FUoAtMEInjnuaeuvj3W106uRPecRH8cEWDh,bc1q1znrsQUc8DB1bk6Lxz2lcLaKu9BSSF0Cy4nmQP|bc1qs8dc1ut8gMcZJnNSPvENedwjGs3vZmOW0valHP|bc1qISQeoOYtUGDxjVcnMQ9tIAn5mlPF0u3A9dJCEx,1.36083832|0.63783517|1.65899012,1.26452311|0.6589569|1.73415605,2.755e-05,P2PKH,CN,Entity_66,3.65766361,False,52.6,Normal.
2026-08-13 22:02:01,49.253.76.6,206.150.215.180,63555,8334,1c9693aba0d64a586816834a396a942c13e9868cd78e275091f7a207cd5b7059,bc1qqfSkP4Y2lM6tJZHkuRtu2LJCZV881ZJx39QfPK|1Svei5Vq9Rxg6DRL2I5OmDJFSKfTT3G1hF|bc1qWQRfSoDuPjmqkf4aCVgEELoUEYO0Sl6kdFi2sG,1zdvVe5NVdpXsI7Sofn4iF7JLAJowQTQ9U|1T5l2lciQDsVk3mpokdKnnXTHNfYhvSZyS,0.02049242|0.00880193|0.1283946,0.00053816|0.15620569,0.0009451,P2PKH,JP,Entity_226,0.15768895,False,34.3,Normal.
2026-08-13 22:20:58,157.191.171.53,223.126.85.64,53409,8332,a0b536fbd50af34f0292c275dd25ba2ec18d3d7b5bff379e25b9295802e19222,3DjdoIEhFQi0TSAz5wnL9GbmqALsxq0ay7,bc1qTQNk30dUNQKAr95OzrPlW6WKWRdwX49MoIsTXl,0.23334018,0.23291029,0.00042989,P2TR,US,Entity_232,0.23334018,False,17.2,Normal.
2026-08-13 23:38:09,71.198.74.95,71.70.71.217,62455,8333,91d22df336e63cb2f700aeceb2cea25df6611d336cf99d6b3f7a8fd42498903f,1cYHIWYvelKHSInRfFApswQNWb2bvtmiLd|bc1qL6XeEl5aVR4zjHkVuvFtlitqQjdqGs8SjVqYt9,bc1q45MBedve0htNlHSyvlLE7ujmXdAd8DzOy8zPCG|1aPlvv7iBvM2LMrMzGnYWEpOapTX6ATClj|3dNmLDgJmN1qygH1ZwgXDt2SBbuolM5kN1,0.0928196|0.45985943,0.12394008|0.06330761|0.36541156,1.978e-05,P2WPKH,US,Entity_491,0.55267903,False,35.8,Normal.
2026-08-13 23:47:32,143.226.209.12,131.34.1.197,55809,18332,18e97d316df25ba26988fe076ce32a2ef373da374121529d454058d16bb3b7df,3dMsiPbESV1Jcc0sCws0dyzrWj5z97i4kk|3avXd8VqUImb4oZHtbGXAhHyQX6WPAJmjp|3x48ftWJEuRfaEFGUVrjuGsK1eVFIlFkKq,3THhcu67VhUE00UDzguiLpUh8lArtSNnl1|17VYNzBh7bT3saEhvNwW50MVz7oeNaWVUP|1VkWlvCaGbM8SjVe2aMd6b6JNFWSB1pvJh,0.04719057|0.17804687|0.22060254,0.17944633|0.05302883|0.21299807,0.00036675,P2SH,GB,Entity_492,0.44583998,False,13.3,Normal.
2026-08-13 23:58:07,195.220.7.222,164.75.89.31,63417,8334,7acd18cd984e4c9caad1f0be98252b59948ea2f4a4f2dd66a233c1870381609b,1AIw4ixVrCWPr90rpeUloRZAPADJdAN7pD|338IEp4z3PJY5wpHhUQ1mp2cnqYriNFvHF|bc1qkAxxmw4ziCQizoXDopHMLUvv9ZYWc4WY03b1EQ,1uWFqCp9pA12VEQAAkbC3vWQNgrKdeFNVX|1Q8kkSfkpihTwZMBexd4lTwZyPlGYRtcK2,0.08103846|0.05188502|2.72568364,0.10160395|2.75615602,0.00084715,P2WPKH,FR,Entity_309,2.8586071200000003,False,6.6,Normal.
2026-08-14 00:17:57,201.204.186.74,218.104.43.252,52970,18333,1814d14853ffc3035756aa8a95f1a4f983a21c577264f8259c145ba2e3e33467,1bSBs338a4Wn0MDGCDxSWET4lVkpDtQkHE|3l23OaG6YeshF2dMkRoMqyHosQyjVFGkiq|1MZAMsSBYnjEp2SkkfosayGQOzwK44pw5S,1sU10NGwuNlbuIPHjaSYwQus8Vvb1hl1BU|14WmR0MUBBqNCS9th2VXXQytQTd1SVikxs,0.10294992|0.03611195|0.42617699,0.07058718|0.49455071,0.00010097,P2TR,CR,Entity_462,0.56523886,False,17.5,Normal.
2026-08-14 00:30:58,196.202.219.212,16.127.19.143,61684,8333,e65c907353d117185f80b2e96a55599885fe64d1e6f9db6d2d3f329b6ba49c5d,1qChgup2LuuC0KbkEYarwd9nOMuLw50tHY|1WF45qDzCTMIkNP5nxUE4N8PoIVPgZM4B5|3ajzPdJNnMEELaOlKvgj0xSrEFw8tTJM3o|bc1qxcbZLy4QLBgsjiiszHV4wokzLD9anhwcn0KFsW,1C21uzcwswFtuu9jejRvwQm7wCZRzqSyz5|3bnRCAZxj4rCLcKk7SiZ6ghQK9h3Jk4lH3,0.56026113|0.24935872|0.99201449|1.03142485,0.13783802|2.69427229,0.00094888,P2TR,KE,Entity_145,2.83305919,False,9.9,Normal.
2026-08-14 01:01:04,200.205.181.222,50.152.218.189,59581,18333,a547d9f689f663a545d353e087358235b6f5851c99769a0281efc0b58a6b3b31,bc1qTCSrH3b7JytPpNg2XFM4g9NoyiwrslolfIp6ot,bc1qvaJNEv2Z2MEbm1t1WUj3HKQEk906mvpqJT2IVZ|3wb992kna3fadQs4QnEGv9b0Ro9QH0F82M,4.13348368,1.63639888|2.49683765,0.00024715,P2PKH,BR,Entity_153,4.13348368,False,45.0,Normal.
2026-08-14 01:01:43,198.54.189.234,140.15.44.18,50826,18332,141badff65b2abcb496d34f267620ba2597035829a2ee19a2df89d147e6ca167,3malOPsGjWkfbIyG51JuiKxbZm09vxXYTa|1SJvWKZWoCil5IHyVi0qeUjiDdhMDIrkMB,3TdDxKV42rN8r0E9e8hG9gs9CNFNO3aYeV|bc1qNZ3F6zzTQykA588uD12D94K3a8LLYWQv5mjV2M,0.571485|4.15046343,0.39270802|4.32858735,0.00065306,P2WPKH,ZA,Entity_493,4.72194843,False,12.3,Normal.
